Nodo,Grado
1,0.009723432395942967
2,0.007445476215214855
3,0.007289999072041498
4,0.007276696622058294
5,0.0072060645453432045
6,0.007178286658185135
7,0.0067570830312988816
8,0.006712376597935625
9,0.006453217917252081
10,0.006062832806859632
11,0.005910445272220671
12,0.005898534660442745
13,0.005825327221264915
14,0.005824217120698764
15,0.005822228832319232
16,0.005730266011849986
17,0.005708583573451846
18,0.005620076211258067
19,0.005576626736173855
20,0.005367040304660836
21,0.005356829278679134
22,0.00534959907505159
23,0.005342514554632813
24,0.005327225809913478
25,0.005213115077442697
26,0.005066424105966312
27,0.005027395038327835
28,0.004987348802029781
29,0.004928298364497651
30,0.004849449832044436
31,0.004802460172170853
32,0.004746505890320748
33,0.004745687457387215
34,0.004637013976211831
35,0.00460523074010937
36,0.00459541574188675
37,0.004553752336509971
38,0.004538209104648946
39,0.004535942252098082
40,0.004499219945697429
41,0.004484417164066055
42,0.004457834907626907
43,0.00445150873276811
44,0.004386542097592053
45,0.004276218362817183
46,0.0042505619104655275
47,0.004237268724904919
48,0.0042219621234445845
49,0.00416841399407444
50,0.004161949813525978
51,0.004137431670496317
52,0.004116464597672463
53,0.0040824155475274165
54,0.004062858439510053
55,0.0040404723857234695
56,0.0040068358431264
57,0.004005958173183924
58,0.003993310097406313
59,0.003948813520434967
60,0.003891095420261293
61,0.0038910077184641
62,0.0038853229859324005
63,0.0038809610862812404
64,0.0038788964407732336
65,0.003861440916650375
66,0.003838880516233004
67,0.0038311308766700294
68,0.0038207276444680227
69,0.003815435575356472
70,0.0038055292460411655
71,0.00377365800027623
72,0.0037479590457085528
73,0.003744487729841217
74,0.003729675593985566
75,0.0037255790385771806
76,0.0037201561124110332
77,0.0036981691233514504
78,0.0036923260425508167
79,0.0036884162020913006
80,0.003684622596620505
81,0.003668108955414166
82,0.0036641614026291206
83,0.003648015250705871
84,0.0036333553569951635
85,0.0036154785894943653
86,0.0036097091399193318
87,0.003606299897377817
88,0.003600527878147021
89,0.0035974308523491097
90,0.0035892476649389046
91,0.0035797375834280393
92,0.003575213438856165
93,0.003559503221583237
94,0.0035557656858172574
95,0.0035330561127890586
96,0.003528411632775309
97,0.0034891273902058896
98,0.0034850373100790443
99,0.0034818386917214875
100,0.0034673546735471622
101,0.003466663789355862
102,0.003457003230498183
